,beds,sqft
345584,6 Beds,
345621,0.46 acres,
345675,5 Beds,
345741,5.8 acres,
345804,6 Beds,
345864,2,
345888,10 acres,
345898,3 Beds,
345948,Baths,
346017,"4,029 sqft",
346020,Baths,
346022,7,
346034,4,
346060,3,
346186,Baths,
346187,0,
346293,2 Beds,
346307,1.08 acres,
346334,Bath,
346371,4 bd,
346382,1.02 acres,
346410,"7,501 sqft",
346475,Baths,
346495,3,
346496,Baths,
346506,2.76 acres,
346514,Baths,
346537,6 Beds,
346684,Bath,
346696,0,
346821,3 bd,
346840,4.97 acres,
346945,1,
346947,3 bd,
347013,Baths,
347017,1.47 acres,
347044,3 Beds,
347057,3 Beds,
347086,0.25 acres,
347096,4,
347100,"7,723 sqft",
347104,"4,347 sqft",
347139,"6,747 sqft",
347145,1.43 acres,
347321,1.52 acres,
347335,Baths,
347341,"7,183 sqft",
347390,2.76 acres,
347398,Bath,
347495,-- sqft,
347496,Baths,
347527,"5,009 sqft",
347565,5,
347612,3 Beds,
347700,3 Beds,
347772,4 Beds,
347810,"5,504 sqft",
347817,0.92 acres,
347975,6 bd,
347998,2 Beds,
348008,Bath,
348018,0.6 acres,
348033,5 bd,
348169,1.08 acres,
348200,Baths,
348214,3 bd,
348277,2 bd,
348285,2 bd,
348291,9 bd,
348326,4 bd,
348327,"7,840 sqft",
348346,1.09 acres,
348380,0.73 acres,
348426,5 bd,
348437,-- bd,
348444,6 Beds,
348523,Baths,
348531,"5,000 sqft",
348566,3 Beds,
348579,4 bd,
348607,"9,613 sqft",
348618,"8,929 sqft",
348657,"8,145 sqft",
348663,"7,536 sqft",
348720,3 bd,
348758,1,
348787,Baths,
348923,4 bd,
349013,"5,301 sqft",
349036,Baths,
349044,3 bd,
349070,3 bd,
349073,0.54 acres,
349092,"6,821 sqft",
349136,Baths,
349144,Baths,
349160,3 bd,
349162,4.34 acres,
349270,0.26 acres,
349321,1.75 acres,
349355,Baths,
349425,7.8 acres,
349459,4,
349470,"7,000 sqft",
349523,4 bd,
349560,4 bd,
349605,1.59 acres,
349609,5 Beds,
349768,2,
349808,7 Beds,
349840,0.27 acres,
349873,"2,400 sqft",
349883,3 bd,
349928,Baths,
350046,-- bd,
350177,Bath,
350250,-- bd,
350283,Baths,
350385,2 Beds,
350394,1 acre,
350444,5 Beds,
350454,Bath,
350546,4 Beds,
350602,3 Beds,
350612,1.08 acres,
350680,4 Beds,
350684,Bath,
350706,Bath,
350807,0,
350879,0.25 acres,
350904,"7,405 sqft",
350944,Baths,
350972, ,
351033,Baths,
351140,0.29 acres,
351159,1 bd,
351344,3.09 acres,
351364,0.65 acres,
351374,4 Beds,
351410,2 acres,
351420,-- bd,
351425,2 Beds,
351448,64 Beds,
351562,-- bd,
351573,Baths,
351613,Bath,
351625,3 bd,
351763,0.41 acres,
351833,-- sqft,
351839,2.22 acres,
351938,0.69 acres,
351978,2 Beds,
352066,2 Beds,
352120,Baths,
352137,Baths,
352138,2.95 acres,
352200,2,
352208,4 Beds,
352302,Bath,
352311,Baths,
352326,1.15 acres,
352357,5 Beds,
352393,Baths,
352396,Baths,
352398,3 bd,
352482,70.37 acres,
352483,0.4 acres,
352495,Baths,
352571,1.03 acres,
352607,0,
352647,Baths,
352707,2 Beds,
352708,2 Beds,
352722,2 Beds,
352732,0,
352797,0.29 acres,
352828, ,
352852,3 bd,
352876,5 Beds,
352921,2 Beds,
352986,"2,360 sqft",
353004,2 Beds,
353153,"8,015 sqft",
353162,Bath,
353188,0.37 acres,
353243,"5,000 sqft",
353256,Baths,
353381,1.29 acres,
353449,4 bd,
353474,"7,200 sqft",
353656,3 bd,
353690,0,
353718,3 bd,
353795,Baths,
353825,2 Beds,
353844,4 bd,
353848,"7,840 sqft",
353901,4 bd,
353930,3 Beds,
353934,2 Beds,
353993,"10,798 sqft",
354025,3,
354073,3 Beds,
354081,64 Beds,
354101,10 acres,
354115,-- bd,
354259,Baths,
354316,"4,800 sqft",
354377,2 Beds,
354442,1,
354457,Baths,
354627,Bath,
354645,"8,820 sqft",
354720,5 bd,
354737,6 bd,
354755,3 bd,
354768,2 acres,
354846,1.44 acres,
354865,3 bd,
354875,"2,038 sqft",
354914,3 Beds,
354966,Baths,
355001,0,
355308,1 bd,
355328,5 bd,
355371,3 bd,
355432,2 Beds,
355519,3 bd,
355559,"7,797 sqft",
355564,Baths,
355643,-- bd,
355713,7 acres,
355742,-- sqft,
355752,-- bd,
355766,Baths,
355783,2 Beds,
355805,4,
355873,5 Beds,
355876,3 Beds,
355877,3 bd,
355896,-- sqft,
355906,0.41 acres,
355923,4 bd,
356168,Baths,
356182,3 Beds,
356191,Bath,
356269,6 Beds,
356477,1 bd,
356513,Baths,
356627,6 Beds,
356637,6 bd,
356643,2 Beds,
356734,3 bd,
356924,2 bd,
356959,Bath,
357008,3 Beds,
357021,0.58 acres,
357110,"5,000 sqft",
357128,2 Beds,
357158,"5,937 sqft",
357196,"10,585 sqft",
357217,3 Beds,
357302,0.91 acres,
357328,-- bd,
357358,-- bd,
357503,Baths,
357532,3 Beds,
357579,Baths,
357673,4 bd,
357684,-- bd,
357689,-- bd,
357719,4 bd,
357721,Baths,
357746,Baths,
357793,0,
357899,Baths,
357941,13.18 acres,
357953,3 Beds,
357988,-- bd,
358060,2 bd,
358068,13.6 acres,
358118,2 Beds,
358152,4 Beds,
358179,0.85 acres,
358187,"4,744 sqft",
358282,Baths,
358348,"10,001 sqft",
358376,Baths,
358400,2 Beds,
358431,10 Beds,
358433,Baths,
358604,"2,500 sqft",
358660,4,
358672,1 acre,
358683,0.86 acres,
358688,0.52 acres,
358698,5 bd,
358753,Baths,
358785,Baths,
358833,2 bd,
358860,"7,501 sqft",
358910,6 Beds,
358926,3 Beds,
358979,5 Beds,
359001,4 bd,
359041,Baths,
359086,Baths,
359127,Baths,
359331,3 bd,
359413,3 bd,
359453,0.5 acres,
359512,Bath,
359515,5 bd,
359557,0.68 acres,
359640,4 bd,
359666,"6,050 sqft",
359677,4 bd,
359787,0.47 acres,
359793,4 bd,
359798,Baths,
359950,"6,873 sqft",
360040,4,
360049,-- bd,
360081,1.98 acres,
360104, ,
360175,6 Beds,
360237,2 Beds,
360251,9 acres,
360272,-- bd,
360303,6,
360320,6,
360353,Baths,
360425,0.28 acres,
360430,7.18 acres,
360438,2 bd,
360446,2 Beds,
360518,Baths,
360537,3 bd,
360591,2 Beds,
360593,"5,749 sqft",
360618,8 bd,
360671,2 bd,
360684,0,
360695,-- sqft,
360702,3 Beds,
360736,2 Beds,
360815,3 bd,
360834,3.22 acres,
360848,4 bd,
360873,3.5 acres,
360953,4 Beds,
361051,Baths,
361066,0.44 acres,
361245,Baths,
361411,Bath,
361425,"2,500 sqft",
361436,1.01 acres,
361470,5 Beds,
361505,3 bd,
361512,0.35 acres,
361523,Baths,
361691,3 Beds,
361704,3 Beds,
361755,4 Beds,
361807,"5,009 sqft",
361862,3 bd,
361894,4 Beds,
361899,"6,969 sqft",
361907,0.26 acres,
361999,0,
362010,"6,098 sqft",
362029,25.07 acres,
362041, ,
362080,3 Beds,
362152,3 bd,
362156,Baths,
362162,Bath,
362171,2 Beds,
362180,1.52 acres,
362185,2 bd,
362212,"6,721 sqft",
362330,3 bd,
362346,Baths,
362394,2,
362415,2 Beds,
362443,Baths,
362478,0.28 acres,
362491,-- bd,
362560,0.26 acres,
362614,3.76 acres,
362648,"1,650 sqft",
362714,6 Beds,
362767,Baths,
362772,3,
362841,"6,327 sqft",
362864,3 bd,
362915,2,
362937,4 bd,
362961,5 Beds,
363029,3 bd,
363069,2 bd,
363080,3 Beds,
363130,"5,100 sqft",
363138,0.48 acres,
363186,3 bd,
363188,-- bd,
363227,2 bd,
363228,2 Beds,
363250,2 Beds,
363321,5 Beds,
363436,"4,926 sqft",
363488,Baths,
363543,4.68 acres,
363559,2.24 acres,
363599,0.33 acres,
363623,Baths,
363631,3 Beds,
363666,1.08 acres,
363675,4 Beds,
363688,1 bd,
363751,"8,276 sqft",
363766,3 bd,
363771,6 bd,
363796,Baths,
363815,4 bd,
363846,3 bd,
363854,11.5 acres,
363858,-- bd,
363881,-- bd,
363882,2 Beds,
363947,Baths,
363978,0.56 acres,
363983,Baths,
363996,-- sqft,
364012, ,
364029,0.36 acres,
364173,Baths,
364184,Baths,
364203,3 Beds,
364223,Baths,
364255,"8,712 sqft",
364264,Baths,
364332,0.34 acres,
364368,2.63 acres,
364411,Baths,
364419,3 Beds,
364454,10 Beds,
364474,2.34 acres,
364542,1.11 acres,
364630,3 Beds,
364706,3 Beds,
364710,6 Beds,
364789,1 bd,
364850,2 Beds,
365107,Bath,
365173,0.31 acres,
365252,2,
365253, ,
365385,7 bd,
365392,2 bd,
365490,3,
365506,2 Beds,
365670,"5,000 sqft",
365718,6 bd,
365728,3 bd,
365745,3 bd,
365799,"9,250 sqft",
365849,4,
365931,-- bd,
365953,"2,500 sqft",
365967,6 Beds,
365991,"6,747 sqft",
365993,3 Beds,
366007,Baths,
366014,840 sqft,
366021,"10,018 sqft",
366022,2,
366023,"7,501 sqft",
366041,"6,102 sqft",
366124,10 acres,
366168,3 Beds,
366193,3 Beds,
366318,2 Beds,
366383,5 Beds,
366405,2 Beds,
366423,"1,999 sqft",
366441,3 bd,
366481,Baths,
366520,Baths,
366539,2 bd,
366567,Baths,
366626,3 bd,
366709,Baths,
366733,Baths,
366735,0.27 acres,
366907,3,
366910,2,
366968,Baths,
367018,Baths,
367052,2 Beds,
367065,4 Beds,
367071,1 acre,
367082,Bath,
367206,"2,787 sqft",
367261,0.55 acres,
367282,Baths,
367314,-- sqft,
367346,3 bd,
367361,0.3 acres,
367378,Bath,
367388,2 Beds,
367421,2 bd,
367427, ,
367561,8 Beds,
367571,0.3 acres,
367607,1,
367625,Baths,
367642,2 Beds,
367720,2 bd,
367784,2 bd,
367829,2 Beds,
367837,3 Beds,
367877,3 Beds,
367939,4 Beds,
367976,3 bd,
368049,3 bd,
368091,Bath,
368122,2 Beds,
368174,3 bd,
368177,0.5 acres,
368193,6 bd,
368194,2 Beds,
368201,0.77 acres,
368277,4 Beds,
368297,5 Beds,
368338,5 Beds,
368392,0.92 acres,
368412,2,
368454,2 Beds,
368569,4 bd,
368574,4 bd,
368703,0,
368722,3 Beds,
368773,2 bd,
368793,0.25 acres,
368802,2 Beds,
368992,3 bd,
369015,2 Beds,
369037,"4,996 sqft",
369052,3,
369130,5 Beds,
369200,Baths,
369209,3,
369215,Bath,
369233,0.72 acres,
369301,2.5 acres,
369325,0.34 acres,
369416,0.26 acres,
369470,3 Beds,
369480,1.61 acres,
369512,3 Beds,
369532,-- sqft,
369584,"10,223 sqft",
369588,2,
369593,0.33 acres,
369639,1 bd,
369682,Baths,
369776,Baths,
369823,2,
369859,3 bd,
369900,7.16 acres,
369928,0.52 acres,
369974,6 bd,
370039,0,
370041,2 bd,
370044,Bath,
370146,Baths,
370155,2 Beds,
370201,11.7 acres,
370221,4 Beds,
370275,3,
370319,"6,751 sqft",
370382,3 bd,
370392,2 bd,
370423,"4,399 sqft",
370434,5 bd,
370476,"5,005 sqft",
370508,3 Beds,
370569,4,
370640,Baths,
370681,Baths,
370732,4 Beds,
370829,Baths,
370852,"9,827 sqft",
370898,1.43 acres,
370915,2 Beds,
370981,3 Beds,
370983,"6,272 sqft",
371207,"9,626 sqft",
371343,Baths,
371374,3 Beds,
371447,"9,517 sqft",
371508,2 Beds,
371516,Baths,
371527,2 Beds,
371556,"3,325 sqft",
371623,2 bd,
371720,Baths,
371787,7 bd,
371805,4 Beds,
371818,6.65 acres,
371843,5 Beds,
371853,4 Beds,
371856,Baths,
371882,12 Beds,
371883,Baths,
371916,Bath,
371928,0.3 acres,
371974,Baths,
372077,"7,352 sqft",
372115,2 Beds,
372120,3.28 acres,
372140,"4,098 sqft",
372190,2 bd,
372208, ,
372240,3 Beds,
372353,"5,601 sqft",
372429,"10,023 sqft",
372559,"6,272 sqft",
372613,Bath,
372627,2 bd,
372645,0.8 acres,
372670,3,
372836,10 Beds,
372864,Baths,
373001,Baths,
373067,"7,501 sqft",
373070,0.42 acres,
373099,0.45 acres,
373136,"6,272 sqft",
373155,Baths,
373282,"5,000 sqft",
373318,4 Beds,
373445,Baths,
373469,4,
373475,0.9 acres,
373484,Baths,
373496,1 acre,
373551, ,
373584,1.03 acres,
373644,Baths,
373653,Bath,
373682,3 Beds,
373688,6 Beds,
373866,6 Beds,
373880,1,
373926,-- sqft,
373950,"10,001 sqft",
373958,"7,405 sqft",
373983,Bath,
374018,2 Beds,
374034,3 bd,
374043,2 Beds,
374094,"2,613 sqft",
374111,"3,768 sqft",
374117,23.72 acres,
374160,2 Beds,
374210,Baths,
374211,9 Beds,
374240,2.72 acres,
374253,0.28 acres,
374274,"9,565 sqft",
374275,Bath,
374408,4 Beds,
374431,0,
374508,3,
374511,6 Beds,
374519,5,
374548,"4,922 sqft",
374635,2 Beds,
374702,"8,479 sqft",
